Voyage_ID,Date,Ship_Type,Route_Type,Maintenance_Status,Anomaly_Type,Speed_Over_Ground_knots,Efficiency_nm_per_kWh,Operational_Cost_USD,Revenue_per_Voyage_USD,Excess_Cost_USD,Lost_Revenue_USD
1225,2023-12-10,Tanker,Long-haul,Good,Low Efficiency,14.23,0.16,338701.26,329971.05,84635.89,185710.93
1231,2024-01-21,Tanker,Short-haul,Fair,Speed Deviation,24.57,1.04,99224.94,368994.91,-154840.42,146687.07
1235,2024-02-18,Unknown,Long-haul,Critical,High Cost,23.52,0.99,474073.83,430933.34,220008.46,84748.65
1237,2024-03-03,Tanker,Short-haul,Fair,Speed Deviation,10.85,0.66,391215.63,335523.52,137150.26,180158.46
1238,2024-03-10,Container Ship,Coastal,Critical,Low Efficiency,17.42,1.47,248913.23,777636.83,-5152.14,0.0
1242,2024-04-07,Bulk Carrier,Long-haul,Critical,Speed Deviation,24.53,1.25,160759.89,805566.02,-93305.48,0.0
1245,2024-04-28,Container Ship,Long-haul,Critical,Low Efficiency,19.23,1.43,272297.15,962737.67,18231.78,0.0
1247,2024-05-12,Tanker,Short-haul,Fair,"Low Efficiency, Speed Deviation",24.08,1.42,334149.04,541313.88,80083.67,0.0
1250,2024-06-02,Container Ship,Transoceanic,Critical,Low Efficiency,14.0,1.44,344915.78,739683.66,90850.41,0.0
1256,2023-06-11,Tanker,Coastal,Fair,High Cost,12.28,0.69,468139.2,960314.07,214073.83,0.0
1258,2023-06-25,Tanker,Transoceanic,Good,Low Efficiency,23.85,0.11,351754.62,903643.75,97689.25,0.0
1259,2023-07-02,Container Ship,Transoceanic,Good,High Cost,19.19,1.31,483486.07,461188.93,229420.7,54493.05
1260,2023-07-09,Fish Carrier,Short-haul,Good,Low Efficiency,23.7,1.45,249346.49,856235.08,-4718.87,0.0
1262,2023-07-23,Bulk Carrier,Short-haul,Unknown,High Cost,21.69,0.77,16132.14,730687.65,-237933.22,0.0
1265,2023-08-13,Bulk Carrier,Short-haul,Critical,"High Cost, Speed Deviation",10.55,1.07,32032.99,385147.5,-222032.37,130534.48
1266,2023-08-20,Fish Carrier,Short-haul,Unknown,High Cost,12.17,1.09,470534.59,638641.42,216469.22,0.0
1278,2023-11-12,Tanker,Long-haul,Critical,Speed Deviation,11.05,0.31,74824.25,433474.83,-179241.11,82207.15
1280,2023-11-26,Tanker,Transoceanic,Critical,Low Efficiency,18.35,1.43,164713.8,789142.57,-89351.57,0.0
1281,2023-12-03,Bulk Carrier,Long-haul,Fair,High Cost,17.93,0.89,34277.54,113965.9,-219787.83,401716.08
1282,2023-12-10,Container Ship,Coastal,Good,Speed Deviation,10.37,1.36,416858.71,559404.93,162793.34,0.0
1286,2024-01-07,Tanker,Coastal,Good,Speed Deviation,24.83,1.21,81104.45,168117.66,-172960.92,347564.32
1289,2024-01-28,Bulk Carrier,Long-haul,Unknown,High Cost,14.73,0.86,480917.36,61788.72,226851.99,453893.26
1290,2024-02-04,Fish Carrier,Coastal,Unknown,Low Efficiency,19.91,1.45,191626.25,211545.96,-62439.11,304136.02
1296,2024-03-17,Tanker,Long-haul,Fair,High Cost,21.62,1.15,475988.84,992047.38,221923.47,0.0
1297,2024-03-24,Fish Carrier,Long-haul,Fair,High Cost,22.75,0.26,480380.68,976576.43,226315.31,0.0
1300,2024-04-14,Bulk Carrier,Short-haul,Good,Speed Deviation,24.71,0.67,340668.74,276362.27,86603.37,239319.71
1301,2024-04-21,Bulk Carrier,Long-haul,Critical,Speed Deviation,24.46,1.03,191724.05,571148.63,-62341.31,0.0
1306,2024-05-26,Fish Carrier,Short-haul,Unknown,High Cost,13.44,0.75,43017.2,785320.77,-211048.17,0.0
1307,2024-06-02,Unknown,Long-haul,Good,Low Efficiency,12.04,0.19,451539.81,129575.16,197474.45,386106.83
1308,2024-06-09,Container Ship,Transoceanic,Critical,High Cost,15.32,1.22,10097.44,794628.75,-243967.93,0.0
1316,2023-07-02,Unknown,Transoceanic,Fair,Low Efficiency,16.61,1.44,156685.52,726058.97,-97379.85,0.0
1319,2023-07-23,Tanker,Transoceanic,Good,Low Efficiency,18.12,0.17,194774.94,697670.73,-59290.42,0.0
1320,2023-07-30,Tanker,Long-haul,Fair,"Low Efficiency, Speed Deviation",24.66,0.18,424726.05,187051.65,170660.68,328630.33
1322,2023-08-13,Fish Carrier,Short-haul,Critical,"High Cost, Speed Deviation",10.98,0.5,489296.85,155463.74,235231.48,360218.24
1329,2023-10-01,Container Ship,Transoceanic,Good,Low Efficiency,15.64,0.17,48001.49,359562.98,-206063.88,156119.0
1336,2023-11-19,Tanker,Long-haul,Good,"High Cost, Speed Deviation",10.6,0.3,19539.28,684941.35,-234526.09,0.0
1339,2023-12-10,Container Ship,Short-haul,Good,Speed Deviation,10.62,0.76,351142.27,963117.16,97076.9,0.0
1343,2024-01-07,Bulk Carrier,Long-haul,Critical,Speed Deviation,24.7,1.1,62637.79,888441.5,-191427.58,0.0
1347,2024-02-04,Fish Carrier,Transoceanic,Critical,Speed Deviation,10.8,1.2,200661.39,876469.14,-53403.98,0.0
1352,2024-03-10,Tanker,Short-haul,Critical,Speed Deviation,10.57,0.98,320454.65,110835.7,66389.29,404846.28
1358,2024-04-21,Tanker,Transoceanic,Critical,"High Cost, Speed Deviation",24.63,0.3,480142.36,461538.76,226076.99,54143.22
1361,2024-05-12,Container Ship,Coastal,Critical,Speed Deviation,24.66,0.28,390339.15,122206.86,136273.78,393475.12
1369,2023-06-04,Bulk Carrier,Transoceanic,Unknown,Speed Deviation,24.78,0.98,322287.55,90322.24,68222.19,425359.74
1370,2023-06-11,Container Ship,Transoceanic,Fair,Low Efficiency,12.65,1.43,131282.07,851170.66,-122783.29,0.0
1373,2023-07-02,Tanker,Transoceanic,Good,Speed Deviation,24.89,0.75,270179.96,769095.13,16114.59,0.0
1375,2023-07-16,Bulk Carrier,Coastal,Fair,High Cost,12.96,1.31,30399.66,151602.62,-223665.71,364079.36
1378,2023-08-06,Tanker,Transoceanic,Fair,"High Cost, Speed Deviation",24.24,0.42,499710.91,232670.32,245645.54,283011.66
1379,2023-08-13,Fish Carrier,Short-haul,Fair,Low Efficiency,20.8,0.19,216050.75,558066.53,-38014.62,0.0
1382,2023-09-03,Tanker,Long-haul,Fair,Low Efficiency,14.94,1.43,136736.42,90561.68,-117328.95,425120.3
1386,2023-10-01,Unknown,Transoceanic,Critical,Low Efficiency,16.03,1.42,90997.11,150555.76,-163068.25,365126.22
1388,2023-10-15,Fish Carrier,Long-haul,Critical,Speed Deviation,10.77,1.27,387726.59,815665.64,133661.23,0.0
1392,2023-11-12,Tanker,Long-haul,Critical,"Low Efficiency, Speed Deviation",24.78,1.41,232830.37,611088.79,-21235.0,0.0
1401,2024-01-14,Fish Carrier,Short-haul,Critical,Speed Deviation,11.01,0.96,235680.62,830147.4,-18384.75,0.0
1413,2024-04-07,Bulk Carrier,Transoceanic,Fair,Speed Deviation,10.57,0.89,424115.96,473356.12,170050.6,42325.87
1414,2024-04-14,Bulk Carrier,Coastal,Fair,Speed Deviation,24.85,1.0,386021.94,965168.51,131956.58,0.0
1419,2024-05-19,Tanker,Short-haul,Good,Speed Deviation,10.8,0.63,301648.27,195553.05,47582.9,320128.93
1420,2024-05-26,Tanker,Long-haul,Fair,Low Efficiency,11.47,0.19,147236.5,365365.77,-106828.86,150316.21
1421,2024-06-02,Bulk Carrier,Unknown,Unknown,Low Efficiency,19.74,1.47,259460.58,648470.82,5395.22,0.0
1423,2024-06-16,Tanker,Long-haul,Fair,"Low Efficiency, Speed Deviation",10.63,0.12,191603.47,474807.87,-62461.9,40874.11
1428,2023-06-18,Tanker,Long-haul,Good,Low Efficiency,19.95,1.46,249694.85,283797.08,-4370.51,231884.9
1429,2023-06-25,Bulk Carrier,Long-haul,Good,Speed Deviation,11.06,1.23,88330.74,904819.71,-165734.63,0.0
1433,2023-07-23,Bulk Carrier,Short-haul,Unknown,High Cost,17.65,0.79,41942.07,219667.32,-212123.3,296014.66
1434,2023-07-30,Fish Carrier,Short-haul,Critical,Speed Deviation,24.21,0.39,227293.89,682104.66,-26771.48,0.0
1440,2023-09-10,Container Ship,Short-haul,Good,Speed Deviation,24.71,1.22,371034.29,488679.61,116968.92,27002.37
1446,2023-10-22,Tanker,Coastal,Critical,"Low Efficiency, Speed Deviation",24.18,1.41,461063.42,215893.57,206998.06,299788.41
1449,2023-11-12,Bulk Carrier,Coastal,Good,"Low Efficiency, Speed Deviation",24.25,1.47,366677.44,813185.87,112612.08,0.0
1451,2023-11-26,Tanker,Short-haul,Fair,High Cost,20.37,0.65,25037.08,815724.22,-229028.28,0.0
1453,2023-12-10,Fish Carrier,Transoceanic,Good,Speed Deviation,10.92,1.16,352250.79,538964.48,98185.42,0.0
1456,2023-12-31,Fish Carrier,Coastal,Fair,"Low Efficiency, Speed Deviation",10.87,1.46,459791.87,264704.11,205726.5,250977.87
1457,2024-01-07,Container Ship,Short-haul,Fair,"Low Efficiency, High Cost",22.26,1.43,35988.2,415240.32,-218077.16,100441.66
1458,2024-01-14,Tanker,Short-haul,Critical,Low Efficiency,20.78,1.48,211464.76,916482.38,-42600.6,0.0
1459,2024-01-21,Container Ship,Transoceanic,Good,Low Efficiency,12.93,0.19,320132.89,865126.78,66067.52,0.0
1462,2024-02-11,Tanker,Long-haul,Good,High Cost,11.87,1.02,43164.26,344387.94,-210901.11,171294.04
1465,2024-03-03,Fish Carrier,Transoceanic,Good,Speed Deviation,10.91,1.1,239872.65,267986.25,-14192.72,247695.73
1471,2024-04-14,Container Ship,Long-haul,Good,Speed Deviation,11.07,0.38,52508.02,690142.03,-201557.34,0.0
1472,2024-04-21,Fish Carrier,Coastal,Critical,"Low Efficiency, High Cost",22.94,0.11,35492.05,573084.75,-218573.32,0.0
1478,2024-06-02,Fish Carrier,Coastal,Critical,Speed Deviation,10.93,0.47,90211.6,987107.98,-163853.77,0.0
1479,2024-06-09,Tanker,Transoceanic,Critical,Low Efficiency,12.43,1.5,251381.73,742898.04,-2683.64,0.0
1483,2023-06-04,Container Ship,Transoceanic,Critical,Speed Deviation,11.04,1.33,198310.24,967264.57,-55755.12,0.0
1484,2023-06-11,Fish Carrier,Long-haul,Good,High Cost,19.67,0.23,37820.65,296891.39,-216244.72,218790.59
1486,2023-06-25,Bulk Carrier,Coastal,Fair,Low Efficiency,22.37,0.11,237666.11,467462.24,-16399.26,48219.74
1490,2023-07-23,Fish Carrier,Coastal,Good,Speed Deviation,10.36,0.49,77184.45,245107.4,-176880.91,270574.58
1491,2023-07-30,Tanker,Transoceanic,Critical,Low Efficiency,20.81,1.5,94928.79,923302.78,-159136.58,0.0
1496,2023-09-03,Tanker,Short-haul,Critical,Low Efficiency,18.2,1.47,110199.83,822222.79,-143865.54,0.0
1497,2023-09-10,Fish Carrier,Coastal,Good,High Cost,23.12,1.01,21182.54,116738.44,-232882.83,398943.54
1499,2023-09-24,Fish Carrier,Transoceanic,Fair,High Cost,18.77,0.46,482297.55,889371.89,228232.18,0.0
1501,2023-10-08,Container Ship,Transoceanic,Unknown,Low Efficiency,14.58,1.46,169305.37,727784.68,-84760.0,0.0
1502,2023-10-15,Fish Carrier,Long-haul,Fair,Speed Deviation,24.63,0.39,75708.41,551888.0,-178356.96,0.0
1503,2023-10-22,Bulk Carrier,Long-haul,Good,High Cost,11.26,1.21,26549.28,291433.82,-227516.08,224248.16
1506,2023-11-12,Container Ship,Long-haul,Unknown,Low Efficiency,20.12,0.11,122052.6,449580.94,-132012.77,66101.04
1509,2023-12-03,Container Ship,Coastal,Fair,Low Efficiency,16.75,0.18,342627.62,181315.95,88562.25,334366.03
1510,2023-12-10,Tanker,Transoceanic,Unknown,Low Efficiency,15.2,0.14,417577.9,135092.31,163512.54,380589.67
1511,2023-12-17,Fish Carrier,Coastal,Good,Speed Deviation,24.95,0.71,330372.5,177018.46,76307.13,338663.52
1513,2023-12-31,Fish Carrier,Unknown,Critical,Low Efficiency,21.48,1.46,162846.96,385698.73,-91218.4,129983.25
1517,2024-01-28,Tanker,Long-haul,Fair,High Cost,13.89,1.3,470299.09,403782.73,216233.72,111899.25
1521,2024-02-25,Unknown,Short-haul,Critical,"Low Efficiency, Speed Deviation",10.88,1.47,420717.36,975162.03,166651.99,0.0
1528,2024-04-14,Container Ship,Long-haul,Critical,High Cost,20.85,1.1,15681.34,537610.49,-238384.03,0.0
1535,2024-06-02,Bulk Carrier,Transoceanic,Critical,High Cost,19.28,0.34,16324.23,473997.79,-237741.14,41684.19
1536,2024-06-09,Tanker,Short-haul,Fair,High Cost,21.2,0.49,10836.03,616304.86,-243229.34,0.0
1541,2023-06-11,Tanker,Long-haul,Critical,Speed Deviation,10.59,1.39,336672.9,992649.93,82607.54,0.0
1544,2023-07-02,Bulk Carrier,Short-haul,Critical,High Cost,17.06,0.61,491747.26,766399.74,237681.9,0.0
1546,2023-07-16,Fish Carrier,Coastal,Critical,High Cost,22.6,0.24,489045.02,266910.38,234979.66,248771.6
1547,2023-07-23,Unknown,Coastal,Fair,High Cost,21.18,0.21,469124.07,924270.21,215058.71,0.0
1548,2023-07-30,Tanker,Short-haul,Good,Speed Deviation,10.29,0.99,412357.27,901690.31,158291.9,0.0
1554,2023-09-10,Container Ship,Long-haul,Critical,Low Efficiency,14.16,1.45,445988.21,223636.93,191922.84,292045.05
1559,2023-10-15,Container Ship,Transoceanic,Critical,Low Efficiency,18.05,0.11,184635.57,428607.65,-69429.8,87074.33
1560,2023-10-22,Tanker,Transoceanic,Fair,Low Efficiency,17.04,1.43,286928.04,912057.01,32862.67,0.0
1563,2023-11-12,Tanker,Long-haul,Fair,Speed Deviation,24.46,0.5,189860.5,357211.47,-64204.87,158470.51
1564,2023-11-19,Bulk Carrier,Transoceanic,Good,"High Cost, Speed Deviation",11.11,1.27,20969.54,797091.35,-233095.82,0.0
1565,2023-11-26,Container Ship,Coastal,Critical,Speed Deviation,10.55,0.32,319330.13,464058.24,65264.76,51623.74
1566,2023-12-03,Container Ship,Long-haul,Critical,Speed Deviation,11.1,0.26,418633.57,216405.12,164568.2,299276.86
1567,2023-12-10,Bulk Carrier,Short-haul,Good,Low Efficiency,19.66,0.12,133738.46,177690.04,-120326.91,337991.94
1568,2023-12-17,Container Ship,Coastal,Good,Speed Deviation,10.79,0.31,285733.77,493526.76,31668.4,22155.22
1577,2024-02-18,Unknown,Long-haul,Fair,High Cost,20.45,1.05,484070.92,676841.98,230005.55,0.0
1584,2024-04-07,Tanker,Coastal,Critical,High Cost,21.7,0.35,41796.3,498977.36,-212269.07,16704.62
1586,2024-04-21,Fish Carrier,Transoceanic,Good,Speed Deviation,10.7,0.69,226842.28,79204.56,-27223.09,436477.42
1589,2024-05-12,Fish Carrier,Short-haul,Fair,High Cost,13.63,0.31,469062.35,430704.52,214996.98,84977.46
1590,2024-05-19,Tanker,Short-haul,Fair,Speed Deviation,24.74,0.21,323547.72,224295.71,69482.35,291386.27
1595,2024-06-23,Container Ship,Transoceanic,Critical,High Cost,11.52,0.6,468949.82,111716.05,214884.46,403965.94
1596,2024-06-30,Tanker,Transoceanic,Fair,"High Cost, Speed Deviation",10.34,0.41,20842.25,159000.38,-233223.12,356681.6
1598,2023-06-11,Bulk Carrier,Short-haul,Critical,"High Cost, Speed Deviation",10.18,0.49,29409.23,496051.31,-224656.13,19630.67
1599,2023-06-18,Container Ship,Transoceanic,Critical,Speed Deviation,10.69,1.22,231024.33,385360.81,-23041.04,130321.17
1602,2023-07-09,Bulk Carrier,Coastal,Fair,Low Efficiency,12.92,1.46,464885.49,847945.7,210820.12,0.0
1604,2023-07-23,Tanker,Long-haul,Good,Speed Deviation,10.75,0.66,282877.69,847130.88,28812.33,0.0
1605,2023-07-30,Tanker,Coastal,Critical,Low Efficiency,22.18,0.18,51132.28,75616.15,-202933.08,440065.84
1609,2023-08-27,Tanker,Coastal,Fair,High Cost,16.12,1.04,473600.66,555416.64,219535.29,0.0
1611,2023-09-10,Fish Carrier,Coastal,Critical,Speed Deviation,24.23,1.29,457201.08,630795.81,203135.71,0.0
1613,2023-09-24,Container Ship,Transoceanic,Good,"Low Efficiency, High Cost",20.39,1.46,11980.62,765140.94,-242084.75,0.0
1614,2023-10-01,Bulk Carrier,Short-haul,Critical,Low Efficiency,17.37,0.11,360878.31,127902.84,106812.94,387779.14
1615,2023-10-08,Container Ship,Transoceanic,Good,Low Efficiency,19.79,1.41,428158.21,195085.02,174092.84,320596.96
1616,2023-10-15,Fish Carrier,Short-haul,Good,Speed Deviation,24.5,0.84,261981.14,202317.26,7915.77,313364.72
1619,2023-11-05,Tanker,Short-haul,Critical,Low Efficiency,19.27,0.15,422194.15,423212.38,168128.78,92469.6
1622,2023-11-26,Fish Carrier,Short-haul,Critical,Low Efficiency,23.5,1.44,47951.87,324006.85,-206113.5,191675.13
1624,2023-12-10,Container Ship,Short-haul,Fair,High Cost,23.15,0.69,41117.5,70295.58,-212947.86,445386.4
1631,2024-01-28,Fish Carrier,Long-haul,Good,Speed Deviation,24.92,0.42,256141.71,863688.57,2076.35,0.0
1634,2024-02-18,Fish Carrier,Transoceanic,Good,High Cost,23.08,0.22,30802.29,182177.18,-223263.07,333504.8
1635,2024-02-25,Bulk Carrier,Coastal,Fair,"High Cost, Speed Deviation",24.8,0.6,496948.46,623722.98,242883.1,0.0
1637,2024-03-10,Container Ship,Transoceanic,Good,Low Efficiency,15.26,0.17,93186.15,952060.91,-160879.22,0.0
1639,2024-03-24,Bulk Carrier,Coastal,Good,Low Efficiency,22.08,0.15,153322.88,616085.25,-100742.49,0.0
1640,2024-03-31,Tanker,Long-haul,Critical,Low Efficiency,17.59,0.18,209303.28,633330.61,-44762.08,0.0
1642,2024-04-14,Tanker,Transoceanic,Critical,Speed Deviation,10.75,0.49,233748.82,492591.41,-20316.55,23090.57
1644,2024-04-28,Tanker,Transoceanic,Critical,High Cost,18.77,1.21,37331.42,955169.16,-216733.94,0.0
1646,2024-05-12,Fish Carrier,Long-haul,Critical,"High Cost, Speed Deviation",10.31,0.33,25299.43,849782.55,-228765.94,0.0
1647,2024-05-19,Container Ship,Coastal,Fair,High Cost,21.89,0.24,41946.05,250748.45,-212119.32,264933.54
1650,2024-06-09,Container Ship,Transoceanic,Critical,"Low Efficiency, Speed Deviation",24.27,1.41,269268.57,525830.3,15203.2,0.0
1652,2024-06-23,Container Ship,Transoceanic,Good,High Cost,23.3,0.27,475574.07,566681.42,221508.7,0.0
1654,2023-06-04,Container Ship,Short-haul,Fair,Low Efficiency,19.11,0.18,84391.65,635249.76,-169673.72,0.0
1655,2023-06-11,Fish Carrier,Short-haul,Critical,High Cost,16.96,0.87,19347.86,332386.14,-234717.51,183295.84
1660,2023-07-16,Bulk Carrier,Short-haul,Fair,"Low Efficiency, Speed Deviation",24.37,0.12,203930.86,909720.67,-50134.5,0.0
1665,2023-08-20,Container Ship,Long-haul,Fair,High Cost,11.23,0.93,35496.94,152503.48,-218568.43,363178.5
1666,2023-08-27,Container Ship,Coastal,Critical,"High Cost, Speed Deviation",24.59,0.54,486873.44,163628.5,232808.07,352053.48
1675,2023-10-29,Bulk Carrier,Coastal,Critical,Low Efficiency,22.56,0.16,153389.67,167539.57,-100675.7,348142.42
1677,2023-11-12,Bulk Carrier,Short-haul,Critical,Low Efficiency,23.56,1.45,418598.04,979059.0,164532.67,0.0
1679,2023-11-26,Container Ship,Long-haul,Fair,Low Efficiency,21.85,0.13,65554.02,227354.32,-188511.35,288327.67
1682,2023-12-17,Fish Carrier,Short-haul,Good,High Cost,17.86,0.73,30512.7,894863.42,-223552.67,0.0
1684,2023-12-31,Container Ship,Long-haul,Unknown,High Cost,22.5,0.47,495091.66,84502.45,241026.29,431179.53
1696,2024-03-24,Tanker,Long-haul,Good,High Cost,20.01,0.33,472208.73,333969.85,218143.37,181712.13
1697,2024-03-31,Bulk Carrier,Short-haul,Fair,High Cost,22.43,0.76,42870.67,390541.38,-211194.7,125140.6
1698,2024-04-07,Tanker,Long-haul,Fair,Speed Deviation,24.66,0.61,429600.64,459569.86,175535.28,56112.12
1702,2024-05-05,Container Ship,Short-haul,Good,Speed Deviation,10.38,0.86,455642.79,637379.31,201577.42,0.0
1709,2024-06-23,Bulk Carrier,Coastal,Critical,High Cost,19.29,0.91,474655.23,163107.41,220589.86,352574.57
1711,2023-06-04,Fish Carrier,Transoceanic,Good,Speed Deviation,24.41,0.89,64504.96,745794.75,-189560.41,0.0
1719,2023-07-30,Container Ship,Coastal,Critical,High Cost,22.99,0.83,40510.49,850863.99,-213554.88,0.0
1721,2023-08-13,Bulk Carrier,Transoceanic,Unknown,High Cost,13.82,1.12,489530.29,966886.37,235464.93,0.0
1723,2023-08-27,Container Ship,Transoceanic,Fair,Low Efficiency,13.24,0.1,385613.18,169915.21,131547.81,345766.77
1726,2023-09-17,Fish Carrier,Short-haul,Critical,Low Efficiency,14.07,0.15,82748.59,443390.65,-171316.78,72291.33
1728,2023-10-01,Bulk Carrier,Long-haul,Good,Low Efficiency,15.64,1.43,187691.82,254257.59,-66373.55,261424.39
1729,2023-10-08,Container Ship,Coastal,Fair,Speed Deviation,10.48,1.24,299441.2,460788.33,45375.83,54893.66
1730,2023-10-15,Bulk Carrier,Coastal,Critical,Low Efficiency,15.64,0.16,415350.92,544921.7,161285.55,0.0
1731,2023-10-22,Tanker,Transoceanic,Fair,Low Efficiency,16.24,1.46,126017.05,493888.48,-128048.31,21793.5
1732,2023-10-29,Bulk Carrier,Short-haul,Good,High Cost,13.2,0.52,475528.09,764523.25,221462.73,0.0
1737,2023-12-03,Tanker,Short-haul,Critical,"Low Efficiency, High Cost",20.46,1.42,473047.67,726372.01,218982.3,0.0
1738,2023-12-10,Fish Carrier,Short-haul,Fair,High Cost,15.76,1.26,34422.83,413331.18,-219642.54,102350.8
1743,2024-01-14,Tanker,Transoceanic,Critical,Speed Deviation,10.09,0.86,363952.21,554885.02,109886.84,0.0
1744,2024-01-21,Tanker,Long-haul,Good,Speed Deviation,10.77,0.74,466318.01,608953.74,212252.65,0.0
1746,2024-02-04,Fish Carrier,Coastal,Good,Speed Deviation,24.44,0.5,435921.99,466009.88,181856.62,49672.1
1750,2024-03-03,Bulk Carrier,Short-haul,Good,High Cost,18.37,0.76,12684.61,684387.32,-241380.76,0.0
1754,2024-03-31,Tanker,Short-haul,Good,Speed Deviation,10.56,0.37,294081.83,60261.82,40016.47,455420.16
1755,2024-04-07,Container Ship,Long-haul,Fair,"High Cost, Speed Deviation",10.15,0.23,489224.42,326990.34,235159.05,188691.65
1756,2024-04-14,Tanker,Short-haul,Good,Speed Deviation,24.72,1.28,407077.54,322293.37,153012.18,193388.61
1758,2024-04-28,Fish Carrier,Transoceanic,Good,Low Efficiency,15.19,1.45,433341.21,176723.54,179275.84,338958.44
1766,2024-06-23,Container Ship,Long-haul,Fair,Low Efficiency,16.26,0.13,61152.85,382833.68,-192912.52,132848.3
1767,2024-06-30,Bulk Carrier,Long-haul,Unknown,High Cost,11.33,0.39,14204.16,732138.31,-239861.21,0.0
1768,2023-06-04,Container Ship,Short-haul,Good,High Cost,12.67,0.56,23110.66,369081.75,-230954.7,146600.23
1771,2023-06-25,Tanker,Short-haul,Fair,High Cost,15.55,0.49,13921.49,277513.36,-240143.88,238168.62
1777,2023-08-06,Tanker,Unknown,Critical,"High Cost, Speed Deviation",11.06,0.57,499012.81,354634.46,244947.44,161047.52
1781,2023-09-03,Fish Carrier,Short-haul,Critical,High Cost,23.63,0.66,18839.43,346919.84,-235225.94,168762.14
1784,2023-09-24,Container Ship,Long-haul,Good,Speed Deviation,10.15,1.08,165224.36,728620.56,-88841.01,0.0
1785,2023-10-01,Tanker,Coastal,Critical,Speed Deviation,10.45,1.09,267456.24,441750.03,13390.88,73931.95
1786,2023-10-08,Fish Carrier,Transoceanic,Critical,Speed Deviation,24.62,0.32,325835.63,539678.4,71770.26,0.0
1788,2023-10-22,Fish Carrier,Long-haul,Fair,Speed Deviation,10.78,1.4,113851.91,440588.19,-140213.45,75093.79
1790,2023-11-05,Container Ship,Transoceanic,Critical,"Low Efficiency, Speed Deviation",24.42,1.42,93003.93,604218.3,-161061.44,0.0
1792,2023-11-19,Tanker,Long-haul,Fair,High Cost,22.76,0.6,497140.33,959164.35,243074.96,0.0
1795,2023-12-10,Container Ship,Long-haul,Good,Low Efficiency,21.73,1.48,304587.99,551691.09,50522.63,0.0
1804,2024-02-11,Fish Carrier,Transoceanic,Critical,"Low Efficiency, High Cost",21.28,0.11,35522.76,484433.43,-218542.61,31248.55
1805,2024-02-18,Bulk Carrier,Transoceanic,Critical,High Cost,16.29,0.58,486046.39,850490.41,231981.02,0.0
1806,2024-02-25,Bulk Carrier,Coastal,Good,Speed Deviation,24.55,0.69,361836.66,512757.12,107771.29,2924.86
1811,2024-03-31,Tanker,Short-haul,Good,High Cost,21.21,1.21,12379.7,906241.9,-241685.67,0.0
1813,2024-04-14,Bulk Carrier,Transoceanic,Good,Speed Deviation,10.33,0.31,388498.85,420075.66,134433.48,95606.32
1814,2024-04-21,Container Ship,Unknown,Fair,High Cost,19.26,0.57,495980.94,51396.89,241915.57,464285.09
1815,2024-04-28,Fish Carrier,Unknown,Fair,Low Efficiency,22.06,1.45,99068.95,970527.59,-154996.42,0.0
1818,2024-05-19,Container Ship,Long-haul,Critical,"Low Efficiency, High Cost",21.5,0.15,485494.7,549595.38,231429.34,0.0
1819,2024-05-26,Container Ship,Unknown,Good,Low Efficiency,19.24,1.49,442907.32,331979.11,188841.95,183702.87
1820,2024-06-02,Container Ship,Transoceanic,Critical,"High Cost, Speed Deviation",10.58,0.77,38483.07,132043.16,-215582.3,383638.82
1821,2024-06-09,Fish Carrier,Transoceanic,Good,Speed Deviation,10.84,0.42,114975.03,201885.0,-139090.34,313796.98
1822,2024-06-16,Container Ship,Transoceanic,Critical,High Cost,13.96,0.93,477311.84,511617.79,223246.48,4064.2
1826,2023-06-11,Tanker,Coastal,Good,Low Efficiency,21.9,1.46,226846.45,310474.13,-27218.91,205207.85
1828,2023-06-25,Tanker,Short-haul,Critical,Speed Deviation,10.44,0.99,147717.6,939813.74,-106347.77,0.0
1830,2023-07-09,Fish Carrier,Transoceanic,Good,Speed Deviation,11.07,0.35,134188.62,55586.38,-119876.75,460095.6
1831,2023-07-16,Fish Carrier,Long-haul,Good,Speed Deviation,24.81,1.31,47875.91,274596.85,-206189.46,241085.13
1832,2023-07-23,Fish Carrier,Transoceanic,Fair,High Cost,20.1,1.23,488964.33,537245.92,234898.96,0.0
1835,2023-08-13,Tanker,Short-haul,Good,Low Efficiency,16.59,1.44,268432.56,716372.31,14367.2,0.0
1837,2023-08-27,Unknown,Short-haul,Unknown,Speed Deviation,10.62,0.28,458634.1,468989.71,204568.74,46692.27
1841,2023-09-24,Bulk Carrier,Coastal,Good,High Cost,19.38,1.17,484860.65,577411.84,230795.28,0.0
1842,2023-10-01,Container Ship,Short-haul,Fair,Low Efficiency,23.14,0.11,201377.65,809630.42,-52687.71,0.0
1845,2023-10-22,Container Ship,Long-haul,Good,"Low Efficiency, High Cost",11.81,1.46,37559.77,994040.23,-216505.59,0.0
1846,2023-10-29,Bulk Carrier,Short-haul,Critical,Low Efficiency,23.16,1.41,122699.65,653927.42,-131365.72,0.0
1854,2023-12-24,Container Ship,Coastal,Unknown,Low Efficiency,12.59,1.45,128573.34,544512.32,-125492.03,0.0
1858,2024-01-21,Tanker,Transoceanic,Good,Speed Deviation,24.74,0.56,449858.18,244045.43,195792.81,271636.55
1859,2024-01-28,Bulk Carrier,Transoceanic,Good,Speed Deviation,24.24,0.4,191567.86,886556.86,-62497.51,0.0
1860,2024-02-04,Bulk Carrier,Transoceanic,Critical,Speed Deviation,10.39,0.29,197098.47,561523.03,-56966.89,0.0
