Voyage_ID,Date,Ship_Type,Engine_Type,Maintenance_Status,Turnaround_Time_hours,Efficiency_nm_per_kWh
1324,2023-08-27,Bulk Carrier,Steam Turbine,Critical,54.878768029398685,0.9540691075560428
1325,2023-09-03,Container Ship,Heavy Fuel Oil (HFO),Critical,71.11930669670282,1.346375607051082
1326,2023-09-10,Fish Carrier,Steam Turbine,,39.95105645277417,1.3240923548708694
1327,2023-09-17,Bulk Carrier,Steam Turbine,Critical,68.05859293875545,1.3585109032683091
1328,2023-09-24,Tanker,Diesel,Fair,47.13901038560513,0.7926625788569778
1329,2023-10-01,Container Ship,Heavy Fuel Oil (HFO),Good,43.70084310966632,0.1679731549403991
1330,2023-10-08,Container Ship,Diesel,Fair,45.60588123880011,0.9287582754729784
1331,2023-10-15,Bulk Carrier,Heavy Fuel Oil (HFO),Good,62.35536684450029,1.3042192249752076
1332,2023-10-22,Fish Carrier,Diesel,,44.53678591042557,0.2747218714987636
1333,2023-10-29,,Heavy Fuel Oil (HFO),Fair,18.161634293251023,0.8338048033862385
1334,2023-11-05,Bulk Carrier,Diesel,Fair,12.019909271125098,0.6937495539967966
1335,2023-11-12,Bulk Carrier,Steam Turbine,Fair,14.527439849177007,1.091855336818687
1336,2023-11-19,Tanker,Heavy Fuel Oil (HFO),Good,60.47046791663436,0.2984227861856693
1337,2023-11-26,Container Ship,Diesel,Fair,61.596463986848576,1.247115711573508
1338,2023-12-03,Container Ship,Heavy Fuel Oil (HFO),Fair,37.88601821275964,1.111715980669945
1339,2023-12-10,Container Ship,Steam Turbine,Good,38.75887992719056,0.7637153470301671
1340,2023-12-17,Bulk Carrier,Steam Turbine,Fair,61.82371363384555,0.4485614303586539
1341,2023-12-24,Container Ship,Diesel,Good,29.702551651376968,0.8357073862390114
1342,2023-12-31,Tanker,Diesel,Fair,25.372198298950742,0.4393479527190957
1343,2024-01-07,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,27.19810021809556,1.0963992666898943
1344,2024-01-14,Tanker,Diesel,Fair,50.882182621678375,0.3149236486169013
1345,2024-01-21,Tanker,Steam Turbine,Critical,42.05897158369056,0.79850910668195
1346,2024-01-28,Tanker,Steam Turbine,Fair,30.874109347362342,1.3869023246604677
1347,2024-02-04,Fish Carrier,Steam Turbine,Critical,33.67884443691365,1.1964526107111473
1348,2024-02-11,Container Ship,Diesel,Fair,69.39257395272047,0.993434337115386
1349,2024-02-18,Fish Carrier,Diesel,Critical,30.557744821337486,0.8773277517750673
1350,2024-02-25,Tanker,Steam Turbine,Critical,44.49090346098639,1.1591670656344266
1351,2024-03-03,Bulk Carrier,Diesel,Critical,51.64060104827429,0.3499147383368913
1352,2024-03-10,Tanker,Diesel,Critical,25.154883273073796,0.9833838189218148
1353,2024-03-17,Fish Carrier,Diesel,Critical,27.755854726886746,0.9394055076449582
1354,2024-03-24,Container Ship,Steam Turbine,Fair,35.73652248024261,0.4438562167433015
1355,2024-03-31,Bulk Carrier,Diesel,Fair,36.581083844641626,0.6827528613681765
1356,2024-04-07,Bulk Carrier,Diesel,Good,52.79416627074967,1.0921775924767196
1357,2024-04-14,Container Ship,Steam Turbine,Good,44.3302702859928,0.7361266690505351
1358,2024-04-21,Tanker,Steam Turbine,Critical,68.89590696743781,0.30314921616379
1359,2024-04-28,Fish Carrier,Steam Turbine,Good,39.13341055113634,0.9886205461740186
1360,2024-05-05,,Heavy Fuel Oil (HFO),Critical,49.68773079837781,0.8597816723821856
1361,2024-05-12,Container Ship,Heavy Fuel Oil (HFO),Critical,31.228572296321268,0.2790672756652004
1362,2024-05-19,Bulk Carrier,Diesel,Fair,35.22082686114581,0.7032754454988682
1363,2024-05-26,Fish Carrier,Heavy Fuel Oil (HFO),Good,37.95059055733632,0.4562814138517047
1364,2024-06-02,Container Ship,Diesel,Fair,23.724304805809467,0.5099868677751198
1365,2024-06-09,,Diesel,,56.820275067006,1.1095478766643
1366,2024-06-16,Container Ship,Heavy Fuel Oil (HFO),Fair,25.45157623475039,0.583481175315293
1367,2024-06-23,Bulk Carrier,Diesel,Fair,13.555700086569232,1.0638093758728633
1368,2024-06-30,Container Ship,Steam Turbine,Critical,71.97241530051559,0.7660088050990859
1369,2023-06-04,Bulk Carrier,Steam Turbine,,47.22253682320606,0.9848012262755091
1370,2023-06-11,Container Ship,Heavy Fuel Oil (HFO),Fair,18.018146657988204,1.4287572488206368
1371,2023-06-18,,Diesel,Critical,45.911577292950014,0.76767282096395
1372,2023-06-25,Fish Carrier,Diesel,,21.447088322580207,0.3339022800550155
1373,2023-07-02,Tanker,Diesel,Good,13.698837306451663,0.7527182869152312
1374,2023-07-09,Fish Carrier,Steam Turbine,Critical,20.81401833863925,0.3299539249008386
1375,2023-07-16,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,56.05386331742779,1.3096924403180057
1376,2023-07-23,Bulk Carrier,Steam Turbine,Good,42.28451432158744,0.5822669331245017
1377,2023-07-30,Container Ship,Steam Turbine,Critical,28.223263727170306,1.3117618679807497
1378,2023-08-06,Tanker,Diesel,Fair,41.37335913332368,0.4227218867154393
1379,2023-08-13,Fish Carrier,Diesel,Fair,26.11694140168583,0.1900233846746369
1380,2023-08-20,Container Ship,Steam Turbine,Good,26.41956486695805,1.0383890605348265
1381,2023-08-27,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,50.479804790475946,0.8388639390656538
1382,2023-09-03,Tanker,Diesel,Fair,32.33919822220997,1.4349097627657652
1383,2023-09-10,Fish Carrier,Steam Turbine,Critical,66.82292723639102,1.0752860394497006
1384,2023-09-17,Bulk Carrier,Diesel,Critical,21.9671272664966,0.7887395524273325
1385,2023-09-24,Tanker,Diesel,Fair,53.45510112138018,0.7553748928031048
1386,2023-10-01,,Diesel,Critical,28.509663155225773,1.4173997938001222
1387,2023-10-08,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,19.61485210051002,1.3486298891619548
1388,2023-10-15,Fish Carrier,Heavy Fuel Oil (HFO),Critical,29.9791869213278,1.2703010502653962
1389,2023-10-22,Fish Carrier,Steam Turbine,Critical,28.94200072124444,0.5172380761856926
1390,2023-10-29,,Steam Turbine,Critical,67.64897923050674,0.8967673254634068
1391,2023-11-05,Tanker,,Good,23.77723668481576,0.6255136958442142
1392,2023-11-12,Tanker,Steam Turbine,Critical,47.32158263242346,1.4083179099836494
1393,2023-11-19,Container Ship,Heavy Fuel Oil (HFO),,66.651415432662,0.9138384884911812
1394,2023-11-26,Tanker,Steam Turbine,,41.470765358832026,0.2202316449018285
1395,2023-12-03,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,31.217159773353305,0.5467461217226219
1396,2023-12-10,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,17.43498110612355,0.8148471381515907
1397,2023-12-17,Tanker,Heavy Fuel Oil (HFO),Good,51.25055701532055,1.2946271044969828
1398,2023-12-24,Bulk Carrier,Diesel,Critical,22.29498923653976,0.3847261002051468
1399,2023-12-31,Tanker,Diesel,Fair,56.94879224602036,0.9822741288288795
1400,2024-01-07,Fish Carrier,Diesel,Good,54.95938636257179,0.698172377162673
1401,2024-01-14,Fish Carrier,Heavy Fuel Oil (HFO),Critical,29.834512230996975,0.95933394689698
1402,2024-01-21,Bulk Carrier,Diesel,Good,16.54434047535458,1.0037122148658468
1403,2024-01-28,Fish Carrier,Steam Turbine,Fair,67.14226789289646,1.2661357882448103
1404,2024-02-04,,Steam Turbine,Good,38.72358477034939,0.4211501269581433
1405,2024-02-11,Container Ship,Diesel,Good,28.86982769911076,0.2698002004193495
1406,2024-02-18,Fish Carrier,Steam Turbine,Good,66.2727999469227,0.2134539317832612
1407,2024-02-25,Bulk Carrier,Steam Turbine,Good,47.83872102604705,0.5589360138804219
1408,2024-03-03,Tanker,Steam Turbine,Good,34.00513669922235,0.3438009573466617
1409,2024-03-10,,Steam Turbine,Critical,28.31990173766139,0.969244321978649
1410,2024-03-17,Fish Carrier,Steam Turbine,Critical,38.193541700195055,1.3604394174801404
1411,2024-03-24,Bulk Carrier,Steam Turbine,Critical,17.953569873488647,1.3249643854246758
1412,2024-03-31,Container Ship,,Critical,21.611478515237764,0.8388699706399747
1413,2024-04-07,Bulk Carrier,Diesel,Fair,46.883893272913824,0.8865806732748762
1414,2024-04-14,Bulk Carrier,Diesel,Fair,16.180646210330092,1.0025237073098274
1415,2024-04-21,Tanker,Steam Turbine,Good,47.814010642628126,0.8086894630874665
1416,2024-04-28,Container Ship,Steam Turbine,Good,30.465096362614347,0.9878556532684476
1417,2024-05-05,Tanker,Diesel,Good,23.882116880132603,1.1360972371327531
1418,2024-05-12,Container Ship,Diesel,Good,46.69974201927187,0.7057956192413088
1419,2024-05-19,Tanker,Steam Turbine,Good,49.74077637220482,0.6287340800563972
1420,2024-05-26,Tanker,Diesel,Fair,19.720744586917565,0.1866010834399513
1421,2024-06-02,Bulk Carrier,Diesel,,13.296384880398316,1.4658786712368044
1422,2024-06-09,Fish Carrier,Heavy Fuel Oil (HFO),Good,70.2586979989156,1.3029117383544162
1423,2024-06-16,Tanker,Diesel,Fair,43.78018887815045,0.115612658082995
1424,2024-06-23,Fish Carrier,Heavy Fuel Oil (HFO),Good,37.30829371258055,0.601372265849975
1425,2024-06-30,Container Ship,Heavy Fuel Oil (HFO),Critical,52.64347259293179,0.5615788156351608
1426,2023-06-04,Tanker,Steam Turbine,Critical,47.70780128908419,0.5697680537751915
1427,2023-06-11,Fish Carrier,Diesel,Critical,27.29366647771972,0.8488563337753309
1428,2023-06-18,Tanker,Diesel,Good,24.207973709940987,1.4626686103696098
1429,2023-06-25,Bulk Carrier,Steam Turbine,Good,36.47924029312647,1.2271036451248822
1430,2023-07-02,Tanker,Heavy Fuel Oil (HFO),Fair,49.58545691143829,1.2744644090999946
1431,2023-07-09,Fish Carrier,Heavy Fuel Oil (HFO),Critical,39.895730176609376,0.2604155177420396
1432,2023-07-16,Tanker,Diesel,,68.39929352348648,1.1733971726960033
1433,2023-07-23,Bulk Carrier,Heavy Fuel Oil (HFO),,15.847704712850618,0.7892121611491321
1434,2023-07-30,Fish Carrier,Diesel,Critical,70.7118209640235,0.3937863343020541
1435,2023-08-06,Container Ship,Steam Turbine,Critical,54.36300733865702,1.249987779611018
1436,2023-08-13,Tanker,Heavy Fuel Oil (HFO),Critical,70.06305200709598,0.5201193268014614
1437,2023-08-20,Bulk Carrier,Steam Turbine,Critical,48.40124263014316,0.3245405528601678
1438,2023-08-27,Fish Carrier,Diesel,Fair,26.08748134847477,0.3956744828740391
1439,2023-09-03,Container Ship,Diesel,Fair,46.19085610722331,1.3911222698401693
1440,2023-09-10,Container Ship,,Good,34.32910553171,1.2240579719507405
1441,2023-09-17,Container Ship,Diesel,Critical,16.139746403644867,0.6604804434940735
1442,2023-09-24,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,29.505226196253105,0.8262194396642083
1443,2023-10-01,Bulk Carrier,Diesel,Good,63.409642807598914,1.2054914656481694
1444,2023-10-08,Bulk Carrier,,Critical,46.756733316955774,0.7848556654084772
1445,2023-10-15,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,71.67861342941313,0.8830331513932727
1446,2023-10-22,Tanker,Heavy Fuel Oil (HFO),Critical,32.61558032138957,1.4121570267665933
1447,2023-10-29,Bulk Carrier,Heavy Fuel Oil (HFO),Good,45.40641936200883,0.5775441174057191
1448,2023-11-05,Fish Carrier,Diesel,Fair,12.60441722444342,1.0810180950991244
1449,2023-11-12,Bulk Carrier,Diesel,Good,24.986324403924986,1.465013382831036
1450,2023-11-19,Bulk Carrier,Diesel,Good,56.61521124870141,0.2124455848871485
1451,2023-11-26,Tanker,Steam Turbine,Fair,41.77301532866694,0.6473998787639547
1452,2023-12-03,Tanker,Heavy Fuel Oil (HFO),,58.31609411116672,0.5491854286535702
1453,2023-12-10,Fish Carrier,Steam Turbine,Good,62.09340260148282,1.158646021410247
1454,2023-12-17,Fish Carrier,Steam Turbine,Critical,12.967775144949428,1.2584570558066837
1455,2023-12-24,Bulk Carrier,Steam Turbine,Good,20.24740330211251,0.5902734545503481
1456,2023-12-31,Fish Carrier,Steam Turbine,Fair,43.6715423384263,1.4626751112277714
1457,2024-01-07,Container Ship,Steam Turbine,Fair,23.75333084678529,1.4325199863000544
1458,2024-01-14,Tanker,Steam Turbine,Critical,49.85816999564473,1.482347826286258
1459,2024-01-21,Container Ship,Steam Turbine,Good,49.3557261718121,0.1883131221803802
1460,2024-01-28,Container Ship,Diesel,Critical,59.72801673255043,1.3539192167671636
1461,2024-02-04,Container Ship,Steam Turbine,Good,12.172848380630708,0.5187902651380901
1462,2024-02-11,Tanker,Steam Turbine,Good,45.24680389762984,1.016042946517533
1463,2024-02-18,Bulk Carrier,Steam Turbine,Fair,21.58804357239249,0.7776141248848035
1464,2024-02-25,Container Ship,Heavy Fuel Oil (HFO),Fair,53.32097726387936,1.3753019238942603
1465,2024-03-03,Fish Carrier,Steam Turbine,Good,19.77767801512475,1.1003784113924762
1466,2024-03-10,Bulk Carrier,Heavy Fuel Oil (HFO),Good,39.30568844658359,1.3915159054286106
1467,2024-03-17,Container Ship,Diesel,Fair,38.39963350872672,1.277646962584383
1468,2024-03-24,Bulk Carrier,Steam Turbine,Critical,18.68292546025989,1.0543730161178158
1469,2024-03-31,Container Ship,Heavy Fuel Oil (HFO),Fair,71.80837786924808,1.2865128414844451
1470,2024-04-07,,Heavy Fuel Oil (HFO),Good,67.64773602570205,0.195697895544523
1471,2024-04-14,Container Ship,Diesel,Good,43.05825625672537,0.3806034518472793
1472,2024-04-21,Fish Carrier,Heavy Fuel Oil (HFO),Critical,40.07287603428557,0.1134836398583413
1473,2024-04-28,Tanker,Diesel,Fair,55.28342439159032,0.9701952689090808
1474,2024-05-05,Container Ship,Steam Turbine,Good,62.02485246073195,0.2317934389034679
1475,2024-05-12,Fish Carrier,Steam Turbine,Fair,51.51272448152613,0.8392130794093571
1476,2024-05-19,Bulk Carrier,Steam Turbine,,14.524310204212206,0.3010187694784781
1477,2024-05-26,Fish Carrier,Steam Turbine,Good,14.470103809353814,0.5839862299515949
1478,2024-06-02,Fish Carrier,Diesel,Critical,47.44959732224886,0.467817172579989
1479,2024-06-09,Tanker,Steam Turbine,Critical,18.96188462893162,1.497024660389935
1480,2024-06-16,Tanker,Steam Turbine,Critical,17.717670160294986,0.2012746182597282
1481,2024-06-23,Container Ship,Steam Turbine,Fair,61.55595813430036,0.785471602547589
1482,2024-06-30,Bulk Carrier,Steam Turbine,Critical,14.997215769082304,0.5903976112176749
1483,2023-06-04,Container Ship,Diesel,Critical,16.17125934401755,1.3293558798192548
1484,2023-06-11,Fish Carrier,Diesel,Good,12.156486495915228,0.2318704506190083
1485,2023-06-18,Tanker,Diesel,Critical,39.057933273762494,0.8228764597375001
1486,2023-06-25,Bulk Carrier,Steam Turbine,Fair,29.89604920958437,0.1060525192591965
1487,2023-07-02,Tanker,Heavy Fuel Oil (HFO),Critical,22.36828139699018,0.3174103993605232
1488,2023-07-09,Container Ship,Diesel,Good,20.454724806254305,0.7261396601903748
1489,2023-07-16,Tanker,Heavy Fuel Oil (HFO),Critical,51.72973144249399,1.205985576560371
1490,2023-07-23,Fish Carrier,Heavy Fuel Oil (HFO),Good,65.9228443682789,0.4895881635886037
1491,2023-07-30,Tanker,Steam Turbine,Critical,50.78407016800866,1.4951981300623909
1492,2023-08-06,Bulk Carrier,Steam Turbine,,69.55223447313173,0.3364294541161752
1493,2023-08-13,Container Ship,Diesel,,19.940276347780763,0.2415521386523709
1494,2023-08-20,Fish Carrier,Steam Turbine,Critical,47.67296277414889,0.9732756386614924
1495,2023-08-27,Fish Carrier,Diesel,Good,66.16794663303182,0.6285696497676685
1496,2023-09-03,Tanker,Heavy Fuel Oil (HFO),Critical,52.85507782163283,1.4723699095755358
1497,2023-09-10,Fish Carrier,Heavy Fuel Oil (HFO),Good,66.00015000363753,1.0063298976863848
1498,2023-09-17,Container Ship,Heavy Fuel Oil (HFO),Critical,33.52488814644428,0.2792794061254443
1499,2023-09-24,Fish Carrier,Steam Turbine,Fair,13.735223084529084,0.4576031167326234
1500,2023-10-01,Container Ship,Heavy Fuel Oil (HFO),Fair,30.73122739675756,0.267433113440973
1501,2023-10-08,Container Ship,Steam Turbine,,18.664818241600848,1.4636783352887452
1502,2023-10-15,Fish Carrier,Heavy Fuel Oil (HFO),Fair,18.104366943693392,0.3947873783115783
1503,2023-10-22,Bulk Carrier,Diesel,Good,27.433660260884665,1.2133327305086716
1504,2023-10-29,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,69.94631164827166,0.5609714409666524
1505,2023-11-05,Bulk Carrier,Heavy Fuel Oil (HFO),Good,63.67047989391405,0.434476822169598
1506,2023-11-12,Container Ship,Heavy Fuel Oil (HFO),,55.52317173933428,0.1056573766943387
1507,2023-11-19,Bulk Carrier,Heavy Fuel Oil (HFO),,15.03020858055077,0.5295318478332303
1508,2023-11-26,Tanker,Diesel,Critical,63.98082228896181,0.962991836947526
1509,2023-12-03,Container Ship,Steam Turbine,Fair,68.85736161880827,0.1791377148216134
1510,2023-12-10,Tanker,Heavy Fuel Oil (HFO),,63.36049242562272,0.1421951163036724
1511,2023-12-17,Fish Carrier,Heavy Fuel Oil (HFO),Good,67.23307086621435,0.7062582012102214
1512,2023-12-24,Container Ship,Heavy Fuel Oil (HFO),Good,44.86147803041618,0.7535448433886713
1513,2023-12-31,Fish Carrier,Diesel,Critical,13.417367212552875,1.4644393147701793
1514,2024-01-07,Fish Carrier,Diesel,Good,48.36473607448837,0.365561505649279
1515,2024-01-14,Fish Carrier,Diesel,Good,68.88146520313441,1.0783744174189225
1516,2024-01-21,Fish Carrier,Heavy Fuel Oil (HFO),,41.60966949506722,1.2098976849177387
1517,2024-01-28,Tanker,Diesel,Fair,63.41373470921677,1.29746839653059
1518,2024-02-04,Bulk Carrier,Diesel,Fair,19.463298365994422,0.943684291827402
1519,2024-02-11,Bulk Carrier,Diesel,Critical,64.59545442567546,1.3630072257971275
1520,2024-02-18,Fish Carrier,Heavy Fuel Oil (HFO),Good,23.136903178331032,0.4300171837568177
1521,2024-02-25,,Steam Turbine,Critical,27.918015916350143,1.4686786065109063
1522,2024-03-03,Tanker,Diesel,Fair,60.37844912057805,0.3637649407923666
1523,2024-03-10,Container Ship,Heavy Fuel Oil (HFO),Good,56.42871066521276,0.4077391278899299
1524,2024-03-17,Bulk Carrier,Heavy Fuel Oil (HFO),Good,61.98440603437495,0.3460490276777139
1525,2024-03-24,Tanker,Heavy Fuel Oil (HFO),Fair,38.4250532888191,1.0035993026725558
1526,2024-03-31,Container Ship,Diesel,Critical,69.22333326454127,0.6136086963811667
1527,2024-04-07,,Diesel,Good,37.17915362990232,0.3639502762314631
1528,2024-04-14,Container Ship,Steam Turbine,Critical,51.7250119767138,1.09716182965831
1529,2024-04-21,Fish Carrier,Diesel,Critical,59.67553043992649,0.6051637099769589
1530,2024-04-28,Bulk Carrier,Heavy Fuel Oil (HFO),Good,56.486723852908426,0.6580124817113566
1531,2024-05-05,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,35.49711608677215,0.7323446161034033
1532,2024-05-12,,Heavy Fuel Oil (HFO),Good,37.99686492577,1.0791928260143362
1533,2024-05-19,Bulk Carrier,Diesel,Fair,49.21296715215084,1.0966612323831395
1534,2024-05-26,Bulk Carrier,Heavy Fuel Oil (HFO),Good,32.37652868787645,0.8958204218103176
1535,2024-06-02,Bulk Carrier,Diesel,Critical,36.26306899015953,0.3396661000378279
1536,2024-06-09,Tanker,Heavy Fuel Oil (HFO),Fair,47.3186009814098,0.4870638595487063
1537,2024-06-16,Fish Carrier,Steam Turbine,Fair,13.430748648872711,1.3362518378546655
1538,2024-06-23,Fish Carrier,Steam Turbine,Critical,39.99093291327553,1.0784124240413848
1539,2024-06-30,Bulk Carrier,,Critical,27.0190128288163,1.0849656519009283
1540,2023-06-04,Fish Carrier,Heavy Fuel Oil (HFO),Critical,21.978179970276354,1.2784325468689997
1541,2023-06-11,Tanker,Heavy Fuel Oil (HFO),Critical,12.867967155291485,1.3886763491176006
1542,2023-06-18,Container Ship,Diesel,Critical,39.47724258118305,0.4688198183365508
1543,2023-06-25,Bulk Carrier,Diesel,Fair,41.66086170746125,0.365361061919224
1544,2023-07-02,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,22.73351851692572,0.6143488799906267
1545,2023-07-09,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,63.71492829741004,0.5608464902291109
1546,2023-07-16,Fish Carrier,Steam Turbine,Critical,32.33085815421262,0.2410865414768581
1547,2023-07-23,,Diesel,Fair,63.191562489683136,0.2147392038516364
1548,2023-07-30,Tanker,Diesel,Good,67.27677347512788,0.9922181984519024
1549,2023-08-06,Fish Carrier,Diesel,Fair,26.047269617373036,0.5127537468109351
1550,2023-08-13,,Diesel,Good,39.53217480914767,1.308696132609468
1551,2023-08-20,Tanker,Steam Turbine,Good,56.78351631797946,1.2747720931862083
1552,2023-08-27,Container Ship,Diesel,Critical,13.408805644980912,0.9950747996883164
1553,2023-09-03,Container Ship,Steam Turbine,Good,70.57574550603005,0.6102223912369842
1554,2023-09-10,Container Ship,Heavy Fuel Oil (HFO),Critical,68.27562053464294,1.451216482514183
1555,2023-09-17,Bulk Carrier,Heavy Fuel Oil (HFO),,26.76873269735634,1.263089271013596
1556,2023-09-24,Fish Carrier,,Good,49.31590451709002,1.257497351504676
1557,2023-10-01,Bulk Carrier,Diesel,Critical,70.87887997973196,0.3440266655193322
1558,2023-10-08,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,14.764540267340651,1.354132550031245
1559,2023-10-15,Container Ship,Diesel,Critical,25.4129720068438,0.114294551559581
1560,2023-10-22,Tanker,Heavy Fuel Oil (HFO),Fair,32.62361369137061,1.4271720312565237
1561,2023-10-29,Tanker,Diesel,Good,58.73424790018963,0.796682836313008
1562,2023-11-05,Container Ship,,Fair,17.427597075536816,0.898292979013281
1563,2023-11-12,Tanker,Diesel,Fair,66.7232202898102,0.5011367258543834
1564,2023-11-19,Bulk Carrier,Steam Turbine,Good,58.9229408280249,1.2660221199304371
1565,2023-11-26,Container Ship,Heavy Fuel Oil (HFO),Critical,55.0101468674101,0.3174347418133023
1566,2023-12-03,Container Ship,Diesel,Critical,40.71015935240271,0.2553275982420576
1567,2023-12-10,Bulk Carrier,Heavy Fuel Oil (HFO),Good,13.75634909247995,0.1152259170921436
1568,2023-12-17,Container Ship,Steam Turbine,Good,35.161747425926585,0.3133174348617926
1569,2023-12-24,Bulk Carrier,Diesel,Critical,50.63767841437377,0.3686573796236603
1570,2023-12-31,Fish Carrier,Steam Turbine,Good,41.201576249607456,0.4896383952489271
1571,2024-01-07,Fish Carrier,Diesel,Fair,27.26656448809633,0.9195564322372932
1572,2024-01-14,Tanker,Steam Turbine,Good,57.67319040020988,0.8579270678774346
1573,2024-01-21,Tanker,Steam Turbine,Critical,57.04253241251378,0.3870523932780211
1574,2024-01-28,Tanker,,Fair,12.143354995793,1.081046691291773
1575,2024-02-04,Fish Carrier,Heavy Fuel Oil (HFO),Fair,63.33040370338588,0.7123814193200061
1576,2024-02-11,Bulk Carrier,Steam Turbine,Critical,32.00679477065744,0.2981970780977001
1577,2024-02-18,,,Fair,54.36779378945192,1.0536716589710569
1578,2024-02-25,Bulk Carrier,Diesel,Fair,22.278444817059277,0.3429254718018846
1579,2024-03-03,Fish Carrier,Steam Turbine,Good,15.825998112954933,0.6608843578919713
1580,2024-03-10,Tanker,Heavy Fuel Oil (HFO),Good,47.67795275966662,0.2341724932619055
1581,2024-03-17,Bulk Carrier,Diesel,Critical,24.2058586350504,0.2317006521906164
1582,2024-03-24,Container Ship,Diesel,Fair,23.989230673918165,1.1349628688457647
1583,2024-03-31,Container Ship,Heavy Fuel Oil (HFO),Critical,15.67357101699034,1.2348868382714482
1584,2024-04-07,Tanker,Heavy Fuel Oil (HFO),Critical,12.675377834009485,0.3489885492379768
1585,2024-04-14,Bulk Carrier,Heavy Fuel Oil (HFO),Fair,32.438434829937364,1.0331898329466829
1586,2024-04-21,Fish Carrier,Heavy Fuel Oil (HFO),Good,13.386380593553572,0.6925749628558263
1587,2024-04-28,Fish Carrier,Diesel,,14.484938289995052,0.7180566518778229
1588,2024-05-05,Bulk Carrier,Steam Turbine,Fair,13.862175240804689,0.9864764282315446
1589,2024-05-12,Fish Carrier,Steam Turbine,Fair,12.525831542514828,0.3116720777776539
1590,2024-05-19,Tanker,Diesel,Fair,40.677204291673625,0.2090361960168612
1591,2024-05-26,Container Ship,Diesel,,61.1732321643092,0.4851161223791195
1592,2024-06-02,Bulk Carrier,Diesel,Critical,49.970823047357634,1.1685985249726951
1593,2024-06-09,Fish Carrier,Heavy Fuel Oil (HFO),Critical,27.52932348840056,0.5590576921525549
1594,2024-06-16,Container Ship,Steam Turbine,Fair,52.89852433732411,0.3517581817255367
1595,2024-06-23,Container Ship,,Critical,46.058047805546686,0.6042528483946106
1596,2024-06-30,Tanker,Steam Turbine,Fair,15.307328571858497,0.4053707187624827
1597,2023-06-04,Bulk Carrier,Steam Turbine,Fair,13.979438688748935,1.279359173997751
1598,2023-06-11,Bulk Carrier,Steam Turbine,Critical,31.34817206938095,0.4913948756772839
1599,2023-06-18,Container Ship,Diesel,Critical,43.54342433249486,1.215195921687778
1600,2023-06-25,,Heavy Fuel Oil (HFO),Good,42.94440070948389,0.753611177456153
1601,2023-07-02,Fish Carrier,Heavy Fuel Oil (HFO),Fair,67.29767119763473,1.2020398836374135
1602,2023-07-09,Bulk Carrier,,Fair,38.169177594921685,1.4625382520182817
1603,2023-07-16,Bulk Carrier,Steam Turbine,Good,31.34299435947299,0.3617780707761759
1604,2023-07-23,Tanker,Diesel,Good,26.729013239688395,0.6559085123090143
1605,2023-07-30,Tanker,Steam Turbine,Critical,71.63593489921743,0.1772118775390532
1606,2023-08-06,Tanker,Steam Turbine,Good,57.63418367972018,0.8241478839655578
1607,2023-08-13,Container Ship,Heavy Fuel Oil (HFO),Critical,34.450405374827426,0.8671701916341767
1608,2023-08-20,Bulk Carrier,,Good,26.092482057879277,1.0640291289695991
1609,2023-08-27,Tanker,Steam Turbine,Fair,29.80988225615372,1.040391611439154
1610,2023-09-03,Fish Carrier,Steam Turbine,Critical,44.64877904664258,0.7182901837951234
1611,2023-09-10,Fish Carrier,,Critical,22.624914248127197,1.2881797856385773
1612,2023-09-17,Tanker,Steam Turbine,,69.02642762578915,0.8049476210890231
1613,2023-09-24,Container Ship,Diesel,Good,21.73115399232031,1.458012077156025
1614,2023-10-01,Bulk Carrier,Heavy Fuel Oil (HFO),Critical,33.26588230519974,0.1098168383293212
1615,2023-10-08,Container Ship,Steam Turbine,Good,58.98353671590376,1.4128927135459122
1616,2023-10-15,Fish Carrier,Diesel,Good,46.49370623146045,0.8362735725993782
1617,2023-10-22,,Heavy Fuel Oil (HFO),Fair,50.72910064283987,0.6227958994181607
1618,2023-10-29,Tanker,,Critical,17.987027312290916,0.943317114691285
1619,2023-11-05,Tanker,Heavy Fuel Oil (HFO),Critical,60.25096061431709,0.1481773243629243
1620,2023-11-12,Bulk Carrier,Diesel,Good,20.600605211684147,0.6635791655882132
1621,2023-11-19,Bulk Carrier,Diesel,,29.95750595126409,1.281290275851507
1622,2023-11-26,Fish Carrier,Diesel,Critical,25.84866649635216,1.4443571110594329
1623,2023-12-03,Tanker,Heavy Fuel Oil (HFO),,47.67835244751724,1.0134086475032276
1624,2023-12-10,Container Ship,Steam Turbine,Fair,71.353725547039,0.6898977285545995
1625,2023-12-17,Tanker,Steam Turbine,Good,25.203890725676988,0.5013819312321354
1626,2023-12-24,Container Ship,Heavy Fuel Oil (HFO),Fair,24.276173705618724,0.9073112640578396
